,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.0226953260111331,0.0395969820099436,0.122514118096293,-0.0230005483155991,0.0200013311953584,0.00960758674317219,0.110838651072948,-0.0467801099985316,0.0202939356364391,0.0444441031718441,0.125197395974515,-0.0594468766558138,0.0565692351296729,0.018745703645199,0.124306409456039,-0.0276392276473469,0.076799853861127,0.0302222957817497,0.129115845699746,0.01747613391809,0.0525721321736739,-0.0105756733067338,0.12013123297937,-0.0384871031057408,0.056112448142208,0.0241708355912449,0.112353083712553,-0.100869470086628,-0.120608208799744,0.217522345247136,0.240227758743749,-0.0107963569293105,0.13375923429715,0.0310962661401359,0.169197327261992,-0.0857262561023251,0.0260344993647648,-0.0454504687229886,0.0927746608336495,-0.0603642018822491,0.0591133914672775,0.01705968374157,0.0978264444428025,-0.0460398145440606,0.0481761618316849,0.0110064212968615,0.0961592842235,-0.0630671296846889,0.0665644306955691,0.0341121294250411,0.11604615026625,-0.0489991469298479,0.052643505565144,0.0111073589525128,0.102653032311588,-0.0723933419795129,0.047393530994357,0.0346932905928343,0.106812049991946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of gross advertising revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873302650528943,0.881348516529133,0.882374495155092,0.882272000079959,0.865858998358474,0.852657821861695,0.842145781725824,0.850078693208294,0.852165145584041,0.841513392594631,0.839213051980463,0.830588552166396,0.827079637589843,0.822602598309298,0.809357331277429,0.805233664593369,0.817377887056192,0.831199021460785,0.806748592212843,0.805125352579141,0.833019920608583,0.836603299919844,0.802969725649113,0.801837162519421,0.819649612694542,0.814839561760026,0.802384232537266,0.795173156263953,0.803289455243931,0.798553284238021,0.782811266012673,0.779545223871473,0.797273913126305,0.80070200801366,0.783862400064453,0.795132257239971,0.814453207430959,0.811502489672458,0.800296838381865,0.807000304700372,0.820758674482695,0.815528863361375,0.808527147281918,0.808095887533645,0.819125926166026,0.819296986807849,0.812742896045234,0.809663729873001,0.821842795148744,0.821810100540527,0.817285274007158,0.822316434627472,0.833077280312823,0.832699873182391,0.829156800404548,0.826904457822587,0.833766792430925,0.832669387759827,0.829750267489656,0.833043147044812,,,,,,,,,,,,,0.900463120488684,0.879965084038617,0.852438538073346,0.840298987843533,0.815410820015377,0.814483603424052,0.817698281938328,0.807274595217486,0.789690224388909,0.794072054697298,0.808317094924143,0.812925000086476,0.814987693365348,0.820819874476556,0.830315657518752,0.832293030840651,0.833610596110047,0.834492827836328,0.835394892522217,0.837537366119229,0.83971337154226,0.842085275659668,0.844881075213637,0.848170362199001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Owned & Operated Desktop Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6944.336526177,6956.65594651635,7323.33358237046,8131.99920049246,7443.96413100408,7525.38363315718,7783.69690081637,8531.54156464725,7785.50551611515,7781.08561853739,7949.05322010743,8713.63662681865,8139.3655157859,8293.13485699767,8303.85440945039,8905.7474875192,8604.53622030582,8759.10430761439,8908.94875013716,9666.79179645978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23773,29356.3252555563,31284.5862296249,32229.2809815786,33642.1022697532,35939.3810745171,38086.1600857485,39032.4785257684,37610.9791031201,52593.6490469381,50699.4756332425,50869.8021496558,56669.9796360796,68303.814838749,88368.8935886835,102391.714909654,119001.564001778,136982.295278614,157251.180137777,183473.560907243,212425.781678822,244641.020132877,281176.07723288,322788.697346552
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,12.3194203393541,366.677635854113,808.665618121994,-688.035069488377,81.4195021530977,258.313267659187,747.844663830885,-746.036048532098,-4.41989757775991,167.967601570033,764.583406711228,-574.271111032759,153.769341211778,10.7195524527142,601.893078068812,-301.211267213381,154.568087308571,149.844442522774,757.843046322614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23773,5583.32525555627,1928.26097406861,944.694751953746,1412.82128817454,2297.27880476398,2146.7790112314,946.318440019873,-1421.49942264834,14982.669943818,-1894.17341369556,170.326516413305,5800.17748642375,11633.8352026694,20065.0787499345,14022.8213209702,16609.8490921247,17980.7312768351,20268.8848591629,26222.3807694663,28952.2207715791,32215.238454055,36535.0571000027,41612.6201136725
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.0719474931757289,0.0817530277497232,0.0628625356564583,0.0491321204422397,0.0458816537936491,0.0339785980150673,0.0212439309235843,0.0213437467064526,0.0454511269612861,0.0658069148140963,0.0446343960115247,0.0220471507968636,0.0571507328940748,0.0561873716817152,0.0728690931765537,0.0854554106780066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.234859935874995,0.0656846848943957,0.0301968114591578,0.0438365748519822,0.0682858278696039,0.0597333328245204,0.0248467799822638,-0.0364183745521027,0.398358944677808,-0.0360152499022283,0.00335953211124784,0.114020052001775,0.205290971999267,0.293762197577163,0.15868503894866,0.162218682505519,0.15109659631504,0.147967186693268,0.166754747064483,0.157800506124238,0.151654089251572,0.149341500784123,0.14799488108374
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.00177402409761029,0.052708893277629,0.110423157572489,-0.0846083542957937,0.0109376537447281,0.0343255945811249,0.0960783382703982,-0.0874444604036743,-0.000567708489655705,0.0215866538172864,0.0961854683243517,-0.0659048725150276,0.0188920550273297,0.00129258147100653,0.0724835779133861,-0.0338221207861,0.0179635582152362,0.0171072791532476,0.0850653727591537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Mobile Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.31553685848,1381.89277952152,1436.61156305191,1674.64048335177,2302.69139600448,2595.98495128368,2496.12009703534,2772.78668150681,3171.69049865215,3505.72796328138,3802.36524082672,4595.33083548684,4769.27202219807,5511.47853880221,5900.65391655953,6750.54099733017,6910.675160165,7638.90925477986,8364.17692672313,9568.89186371552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720.51582580024,5688.46036278368,10167.5831258303,15075.1145382471,22931.94547489,32482.6532053835,45707.6198118637,57505.1903667244,64794.8232339974,94618.3434070353,109924.56644343,122314.330677561,139546.664519409,154342.155758294,168863.556958171,182436.664934959,195058.206010669,206714.727721868,217421.265346069,227212.530672811,236135.939360436,244246.306884107,251601.953240821,258261.939765262
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,186.577242663044,54.7187835303846,238.028920299862,628.050912652705,293.293555279205,-99.8648542483393,276.666584471472,398.90381714534,334.037464629228,296.637277545338,792.965594660124,173.941186711226,742.206516604139,389.175377757317,849.887080770647,160.13416283483,728.234094614858,725.267671943268,1204.71493699239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720.51582580024,967.944536983444,4479.12276304663,4907.53141241679,7856.83093664288,9550.70773049354,13224.9666064802,11797.5705548607,7289.63286727297,29823.5201730379,15306.2230363942,12389.7642341311,17232.3338418484,14795.4912388854,14521.4011998764,13573.1079767881,12621.5410757099,11656.5217111988,10706.5376242012,9791.26532674255,8923.40868762462,8110.3675236713,7355.64635671384,6659.98652444122
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.926429737587444,0.8785719049654,0.737505224956309,0.655750418715017,0.377384092438754,0.350442328853965,0.523310214657866,0.657296923032538,0.503700321397951,0.572135258790426,0.551837749094453,0.469,0.449,0.386,0.4175,0.4175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.205050586144228,0.78740511094196,0.482664498699737,0.521178855172828,0.416480483130024,0.407139359056062,0.258109492540204,0.126764781070808,0.460276279562249,0.161768030228018,0.112711513313152,0.140885648855615,0.10602540225408,0.0940857740941332,0.0803791429085574,0.0691831385988644,0.0597591967525899,0.0517937823888714,0.0450336139436858,0.0392734003762953,0.0343461801945011,0.0301156912075811,0.0264703291793074
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.156090368534324,0.0395969820099436,0.165687738023073,0.375036265333601,0.127369892373817,-0.0384689650065027,0.110838651072948,0.143863868001762,0.105318430272809,0.0846150302169151,0.208545351231886,0.0378517223108263,0.15562260092308,0.0706117922835812,0.144032694136752,0.0237216784400187,0.10537814001338,0.0949438784718446,0.144032694136752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Google Search Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254.39608356,2291.39573182,2290.9130319,2598.10463728,2372.772873015,2240.46451691,2200.783487325,2559.60516138,2258.18106295,2196.755507725,2331.41576435,2537.000935925,1995.337531385,1942.468143635,1837.76333724,2380.1403683775,2022.70450973653,2486.81170520976,2182.44236576791,2731.90650384579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9561.7511064,9434.80948456,9373.62603863,9323.35327095,8155.7093806375,9423.86508456,11436.1797152074,12291.8265633716,13618.6441909986,19143.7207889465,20821.321172235,20174.1430683524,19420.9496320488,19242.2590323273,18857.4138516808,18536.8378162022,18268.9805097581,18044.591756647,17856.2039631336,17697.7461119431,17564.2521844676,17451.6382480049,17356.5301266251,17276.1287965051
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,36.99964826,-0.482699919999959,307.19160538,-225.331764265,-132.308356105,-39.6810295850005,358.821674055001,-301.42409843,-61.4255552249997,134.660256625,205.585171575,-541.66340454,-52.8693877499998,-104.704806395,542.3770311375,-357.435858640967,464.107195473232,-304.369339441853,549.464138077882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9561.7511064,-126.94162184,-61.1834459300007,-50.2727676799987,-1167.6438903125,1268.1557039225,2012.31463064737,855.646848164268,1326.817627627,5525.07659794783,1677.60038328858,-647.178103882601,-753.193436303624,-178.690599721504,-384.845180646546,-320.576035478574,-267.857306444123,-224.388753111103,-188.387793513364,-158.457851190517,-133.493927475472,-112.613936462683,-95.1081213798134,-80.4013301200248
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.0525093129456056,-0.0222271579730782,-0.039342193841488,-0.0148182930539341,-0.0482944707301009,-0.0195089048967767,0.0593571688343504,-0.00883113762859167,-0.116396127785091,-0.115755878701925,-0.211739336526117,-0.06182913270795,0.0137154631339675,0.280232941455666,0.187553544868056,0.147792180722554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,-0.0132759805633337,-0.00648486289311168,-0.00536321456316025,-0.125238619236995,0.155492998185202,0.213533896399295,0.0748192901364135,0.107943080777008,0.405699460273709,0.0876318873318098,-0.0310824706333047,-0.0373345937793597,-0.00920091978543747,-0.0199999999999999,-0.017,-0.0144500000000001,-0.0122825,-0.010440125,-0.00887410624999985,-0.00754299031250005,-0.00641154176562497,-0.00544981050078131,-0.00463233892566395
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.0164122216720553,-0.000210657597592978,0.134091343103159,-0.0867292875859319,-0.0557610707749201,-0.0177110725412102,0.163042696440412,-0.1177619513267,-0.0272013419263891,0.0612996103350876,0.0881803986739007,-0.213505401937311,-0.0264964633393641,-0.053902972225358,0.295128877667162,-0.150174276857724,0.229448836070318,-0.122393399871897,0.251765703734654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1282.36494946842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Gross display revenue (ex-YouTube),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.41637228235,1060.71090374118,1008.33760952941,1086.93572084706,1375.27038926786,1574.44700367857,1619.92477805095,1562.59744215385,1541.30869830409,1695.52915747024,1622.12409005952,1910.71317151786,2019.83627216071,2143.49030519643,2179.73050261048,2387.14514980964,2340.93217062937,2137.58648997794,2475.05070151851,2629.51009256211,2318.25608914822,2246.83767573198,2672.08747310675,2838.85914919346,2491.37729651206,2413.60328016973,2874.62247717054,3052.9014902832,2603.53812259917,2204.60905966303,3019.61608725989,3299.7902023618,3053.61246586417,3051.38790775895,4278.39068457562,3912.89569888145,3273.17322861636,3270.1478613167,3809.22765127922,3432.08800988066,3084.25582431798,3060.70529757956,3468.78124607544,3372.9817364582,3062.51451852903,3013.30590042403,3410.62932383713,3318.95646967247,2989.0446464763,2916.06742743883,3293.14380360103,3237.51449311311,2918.00456422708,2847.45771375812,3238.80383461979,3186.52958124282,2873.78792938854,2804.83366477476,3188.54206875968,3139.44929099517,,,,,,,,,,,,,3299.14647,4341.4006064,6132.23961315122,6769.67511735171,8730.20222977726,9583.07945468794,10076.0403871804,10832.5045441355,11127.5534718839,14296.2867570802,13784.6367510929,12986.7241044312,12805.4062124626,12435.7703706293,12190.7956938478,12006.6129539182,11871.6575067801,11776.920790521,11715.341041915,11681.3092173192,11670.3259034929,11678.7501636181,11703.6130463413,11742.4772504744
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,-124.705468541177,-52.3732942117647,78.5981113176472,288.334668420799,199.176614410714,45.4777743723769,-57.3273358971021,-21.2887438497526,154.220459166145,-73.4050674107141,288.589081458333,109.123100642857,123.654033035714,36.240197414048,207.414647199167,-46.2129791802718,-203.345680651429,337.464211540572,154.4593910436,-311.254003413893,-71.4184134162429,425.249797374768,166.771676086713,-347.481852681402,-77.77401634233,461.019197000817,178.279013112652,-449.363367684025,-398.929062936143,815.007027596856,280.174115101916,-246.177736497631,-2.22455810522433,1227.00277681668,-365.494985694172,-639.722470265088,-3.02536729966141,539.079789962521,-377.139641398564,-347.832185562673,-23.5505267384256,408.075948495884,-95.7995096172381,-310.467217929178,-49.2086181050008,397.323423413101,-91.6728541646562,-329.911823196173,-72.9772190374688,377.076376162204,-55.6293104879233,-319.509928886032,-70.5468504689529,391.346120861669,-52.2742533769779,-312.741651854276,-68.9542646137766,383.708403984922,-49.0927777645193,,,,,,,,,,,,,3299.14647,1042.2541364,1790.83900675122,637.435504200489,1960.52711242555,852.877224910681,492.960932492462,756.464156955122,295.048927748363,3168.7332851963,-511.650005987251,-797.912646661749,-181.317891968542,-369.635841833382,-244.97467678146,-184.182739929658,-134.955447138082,-94.7367162590617,-61.5797486060474,-34.0318245957769,-10.9833138262966,8.42426012526084,24.8628827231951,38.8642041330386
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.160158085736548,0.484331874147257,0.606530156905446,0.437617158203339,0.120731392409771,0.0769045598287956,0.00135766304607188,0.222780173557802,0.310468353538228,0.264201382649507,0.343750774658979,0.249347722826086,0.158971250736658,-0.00275429993976328,0.135484730132628,0.101529202265642,-0.00968677425414422,0.0511095977946432,0.0796091859723698,0.079615232215124,0.0746773439630843,0.0742223642762354,0.0757965471198883,0.0753973092150588,0.0450196067228117,-0.086590129464856,0.0504391833156668,0.0808701862357513,0.172870271941968,0.384094787411128,0.41686577397261,0.185801356728929,0.0719019735498934,0.0716919513908734,-0.109658763746803,-0.12287771665834,-0.0577168976718768,-0.0640468176423102,-0.0893741294483803,-0.0172216660098141,-0.00704912530845758,-0.0154864296124873,-0.0167643671113907,-0.016017064724004,-0.0239900485722491,-0.0322696985299482,-0.0344468744858844,-0.0245384286608008,-0.0237668187167989,-0.0235281643473395,-0.0165009402024349,-0.0157481648279104,-0.0151530382716348,-0.014969159604167,-0.0155186199679206,-0.0147747852474941,,,,,,,,,,,,,NA,0.315916297102141,0.412502592852456,0.103948238231501,0.289604313122859,0.0976927226269351,0.0514407644039006,0.0750755383947805,0.0272373693956212,0.284764597465451,-0.0357890139363536,-0.0578841982614076,-0.0139617882470202,-0.0288656084547821,-0.0196991959066758,-0.0151083444063137,-0.0112400930767108,-0.00798007491413533,-0.00522884968841864,-0.00290489405933791,-0.000940246818397106,0.000721853030920094,0.00212889927217108,0.00332070139188234
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,-0.105199718391837,-0.0493756536555263,0.0779482095826305,0.265272971428427,0.144827239766827,0.0288849191278726,-0.0353888876038286,-0.0136239464339636,0.100058125498048,-0.0432933088099976,0.177908141076768,0.0571111887799309,0.0612198299139539,0.0169070964893994,0.0951560970270244,-0.0193590989571609,-0.0868652595759571,0.157871605721111,0.0624065563379508,-0.118369579297038,-0.0308069560349925,0.18926591892591,0.0624125062391063,-0.122401934868845,-0.0312172774678544,0.191008688457035,0.0620182352738472,-0.147192226514436,-0.15322574287404,0.369683243396191,0.0927846809016562,-0.0746040570462421,-0.000728500466281257,0.402113010180286,-0.085428146385006,-0.163490805657805,-0.000924291838027891,0.164848750828491,-0.0990068528122525,-0.101347105482522,-0.00763572416812519,0.133327422544926,-0.0276176278701994,-0.0920453302706535,-0.0160680440230653,0.131856318788341,-0.0268785744390186,-0.0994022748447587,-0.0244148976240618,0.129309896134119,-0.0168924631918876,-0.098689883725833,-0.0241764016868971,0.137437026358914,-0.0161399874911271,-0.098144907769003,-0.0239942077522917,0.136802552252501,-0.0153966222511268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of gross advertising revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0995980820267479,0.0879455189239015,0.0805124249065324,0.0773069502736173,0.0982546538020903,0.108597530947618,0.109306665185624,0.0958119714362528,0.0993879738395727,0.105818458308072,0.0966643281127182,0.100152697951455,0.11208858336075,0.111972538536093,0.109970763463522,0.106573737658362,0.109102256126071,0.0940839946136755,0.102630962238188,0.0963731217023468,0.0863992848198434,0.0798974198475595,0.0921740652759237,0.0873011608707011,0.0814521625694595,0.0742784292537,0.0850580683267412,0.0804792927263984,0.0771121678345873,0.0738142116604624,0.0814022398506507,0.0714255763622979,0.0683379389907835,0.0604906016128568,0.0805268338899985,0.0638954865180922,0.0598813272464163,0.0580967144207771,0.0699171772563273,0.0581296028230862,0.0565420514834272,0.052640993715143,0.0581551670004433,0.0514825424921502,0.0496685726094978,0.0466340519441628,0.0517907693357598,0.0458033489694107,0.0446893121996905,0.0408756297650523,0.0443927610956975,0.0393456138874278,0.0377777410462489,0.0350049284564237,0.0392109580008581,0.0348915733135556,0.034204458407434,0.0318312160767163,0.0348498922950482,0.0311249726013264,,,,,,,,,,,,,0.0755195364647713,0.085888393107405,0.102848510887415,0.100455187970793,0.109975715578616,0.100265539352438,0.0865185803589219,0.0803532689775725,0.0757367991062311,0.0682410094515921,0.0614088854833006,0.0545993319645632,0.0483971662287413,0.0421993558358731,0.0366627314054624,0.0329405604327392,0.0297787641770103,0.0271678887160512,0.0249330490509678,0.0228382401339147,0.0210237774214642,0.0194227666159249,0.01797407740333,0.0166457891408697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Owned & Operated Display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.812455842353,159.106635561177,151.250641429412,163.040358127059,220.043262282857,251.911520588571,252.708265375948,242.202603533846,223.489761254094,271.284665195238,259.539854409524,305.714107442857,323.173803545714,342.958448831429,285.493839850476,336.285518187143,349.027707829372,370.395124737943,308.333347038515,363.188359642115,376.949924455721,400.026734716978,333.000014801596,392.243428413484,395.797420678508,420.028071452827,349.650015541676,411.855599834158,415.587291712433,441.029475025469,367.132516318759,432.448379825866,436.366656298055,463.080948776742,385.489142134697,454.070798817159,458.184989112957,486.234996215579,404.763599241432,476.774338758017,481.094238568605,486.234996215579,404.763599241432,476.774338758017,485.905180954291,491.097346177735,408.811235233846,481.542082145597,490.764232763834,496.008319639512,412.899347586185,486.357502967053,495.671875091473,500.968402835908,417.028341062047,491.221077996724,500.628593842387,505.978086864267,421.198624472667,496.133288776691,,,,,,,,,,,,,395.8975764,651.21009096,966.865651781223,1060.02838830171,1287.91161041476,1390.94453924794,1502.22010238778,1577.33110750717,1656.19766288253,1739.00754602665,1825.95792332799,1848.86717278363,1867.35584451147,1886.02940295658,1904.88969698615,1923.93859395601,1943.17797989557,1962.60975969453,1982.23585729147,2002.05821586439,2022.07879802303,2042.29958600326,2062.7225818633,2083.34980768193
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,-18.7058202811764,-7.85599413176476,11.7897166976471,57.0029041557984,31.8682583057141,0.796744787376611,-10.5056618421017,-18.7128422797528,47.7949039411446,-11.7448107857142,46.1742530333333,17.4596961028572,19.7846452857141,-57.4646089809522,50.7916783366667,12.7421896422286,21.3674169085712,-62.0617776994284,54.8550126036,13.7615648136069,23.0768102612569,-67.0267199153826,59.243413611888,3.55399226502385,24.2306507743197,-70.3780559111518,62.2055842924824,3.73169187827506,25.4421833130357,-73.8969587067094,65.3158635071065,3.91827647218884,26.7142924786875,-77.5918066420448,68.5816566824619,4.11419029579827,28.0500071026219,-81.4713969741471,72.010739516585,4.3198998105882,5.14075764697395,-81.4713969741471,72.010739516585,9.13084219627427,5.19216522344368,-82.2861109438886,72.7308469117509,9.22215061823698,5.24408687567814,-83.1089720533275,73.4581553808684,9.31437212441938,5.29652774443491,-83.9400617738608,74.192736934677,9.40751584566357,5.34949302187926,-84.7794623915994,74.9346643040238,,,,,,,,,,,,,395.8975764,255.31251456,315.655560821223,93.1627365204899,227.883222113049,103.032928833181,111.275563139836,75.1110051193889,78.8665553753583,82.8098831441266,86.950377301333,22.9092494556478,18.4886717278364,18.6735584451146,18.8602940295659,19.0488969698617,19.2393859395602,19.4317797989556,19.6260975969453,19.8223585729147,20.0205821586439,20.2207879802304,20.4229958600329,20.6272258186332
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,0.237501958118985,0.58328733242374,0.670791363181665,0.48553773014345,0.0156628243713541,0.0769045598287959,0.0270335005600737,0.262224695285473,0.446034045283563,0.264201382649506,0.1,0.1,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.0800000000000001,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,NA,0.644895371377676,0.4847215440963,0.0963554102360131,0.214978414378264,0.0799999999999999,0.0800000000000003,0.05,0.05,0.0500000000000003,0.0500000000000003,0.0125464279121468,0.01,0.01,0.01,0.0100000000000002,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
