,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y Absolute Change,,,,,,,,,,,,,,,,,,,,65.0168800000001,75.04209,89.96872,119.23559,141.18526,159.88863,175.41144,207.23278,232.38436,260.84043,252.17508,224.27356,164.32504,134.6079,181.29868,274.71742,285.88,285.01,293.48,391.40802,437.8,552.350000000001,646.760000000001,563.81,572.44,538.07,452.16,662.200000000001,487.310000000001,504.430000000001,660.961536450768,821.525742366411,851.559999999993,887.859999999999,644.815866714383,496.411757633588,785.550000000005,518.697499999999,473.987596834847,473.437499999999,382.5775,852.8925,1095.7825,1367.265,1248.8075,964.2,1508.67225,1306.9152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.64762434796,2251.67259683485,3698.51750000001,5028.59494999999,4376.49799125,4995.4598500125,4813.27249077676,5291.1616880753,6005.46851596546,5301.4941510384,5579.19146371185,5523.39954907473,6020.50550849145,6562.35100425569,7152.9625946387,7796.72922815618,8498.43485869023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,NA,NA,NA,NA,2.23969175666142,2.42275398852521,1.9838780659829,1.71561031454234,1.55585728691606,1.46249660160258,1.44862982819073,1.47710239371537,1.32189326863245,1.265411817555,1.15345501029756,1.03638039986553,0.93706922762395,0.911259461279695,0.770032597400124,0.550782212769928,0.342076614484652,0.246046982710639,0.312766565138416,0.435048041334259,0.443431053203041,0.418093268201089,0.385670731707317,0.43193092407333,0.470459283457629,0.57137684907417,0.613368233375062,0.434505506361794,0.418334088484193,0.354214805305948,0.265788854925935,0.355753733748792,0.251084593110129,0.245211752352804,0.306944280775517,0.32553722553749,0.350706098932097,0.346610450703675,0.229119472797547,0.148398534424723,0.239519588741621,0.150372817380363,0.137024795950905,0.123241670815396,0.0941094498725783,0.214936843318887,0.278603527729223,0.316865103505814,0.280768601679363,0.2,0.3,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,2.00816225360618,1.48038004117525,1.16836664038467,0.764178550446834,0.337244167508933,0.419497111903244,0.517900553266296,0.344939480901639,0.285216806973819,0.258374270228402,0.16049242503006,0.227161467062434,0.251681869813085,0.175,0.17,0.14,0.135,0.135,0.105,0.1,0.09,0.09,0.09,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two-year % change ,,,,,,,,,,,,,,,,,,,,3.79554904357748,3.8852505901278,3.43250789417363,3.19271270825771,2.8777505555485,2.72790841915759,2.6020848384883,2.5134827935809,2.2589624962564,2.1766712788347,1.92348760769769,1.58716261263546,1.2791458421086,1.15730644399033,1.08279916253854,0.985830254104188,0.785507667687693,0.664140250911727,0.698437296845733,0.86697896540759,0.913890336660669,0.989470117275259,0.999038965082379,0.866436430435124,0.888793371941821,0.925591654380118,0.879157088300997,0.790259240110586,0.669418681594322,0.599426557658752,0.572733135701452,0.681290959286282,0.601790692042226,0.591822203056479,0.536063753573064,0.473935759962213,0.590225687673718,0.496983268084038,0.366144268748452,0.271640205240119,0.333629038614199,0.36530966069925,0.415628323680128,0.44010677432121,0.374878051551941,0.414936843318887,0.578603527729223,0.546865103505814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.543591077202221,0.418866695258462,0.387653892092494,0.478843336875519,0.426681869813085,0.345,0.31,0.275,0.27,0.24,0.205,0.19,0.18,0.18,0.18,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,NA,0.162202203288653,0.388413014896141,0.428153232362251,0.405816101443177,0.227873676129726,0.210386476960571,0.299754065946523,0.323115215646468,0.183021747789014,0.20357056703978,0.314867552020453,0.240212080303576,0.154244031830239,0.144090027143846,0.243383538801509,0.179728825047705,0.13886473183365,0.0595508791093693,0.0893681158508215,0.0209599094524005,0.0573755234993021,0.116284528157961,0.190840490958789,0.0269239739240899,0.0388145027832103,0.0907623875038792,0.230596335495618,0.0545549826986955,0.110108303249097,0.119910470359764,0.0941688220079942,0.0426668099280112,0.0599231252769448,0.046783853153924,0.17193595125757,-0.0378308765255982,0.0549476345994655,0.098679134293989,0.188608230808288,-0.0195615194782266,0.0517487933310792,0.00282001941350885,0.110547819373971,0.0582325436104683,-0.0238934232665229,-0.00881591539543725,0.0970856507230256,0.0307863892606564,0.0839023858330519,0.04312538892346,0.129915394148729,0.00253157205609056,0.0155486801395563,0.130052504667082,0.0690737960022589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of total gross revenue,,,,,,,,,,,,0.0197950348591133,0.0214094160054384,0.0258272934046585,0.0288176259644925,0.033257403805443,0.0370611305927432,0.0393460951714841,0.0420629068002437,0.0473899514366025,0.0514468660512192,0.0565402560088159,0.0623797675119435,0.0676835597224978,0.0739263375245514,0.0773951960024115,0.0843625606757773,0.0926284182371801,0.101930406326413,0.104605742493175,0.110765689090713,0.11702668360864,0.123427485062466,0.128,0.135786832311316,0.137354981549816,0.141744868035191,0.144721383475158,0.153742890995261,0.159577842565598,0.16829714159096,0.175020576131687,0.175869236583522,0.182322217003288,0.187624954396206,0.186826305743536,0.195552111584657,0.18748590842406,0.195433737697414,0.204618404569636,0.212970378962654,0.212690661478599,0.216196176747101,0.209352865893915,0.212204468872563,0.235556843203152,0.223845405313928,0.210609103078983,0.20230554643912,0.21956940810584,0.224232558139535,0.223994810921563,0.218011049723757,0.230166666666667,0.22242214532872,0.235401834581593,0.216228543142654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245919836900712,0.0384337890319554,0.0551811390885945,0.0764680354677893,0.102708256501901,0.126573391931516,0.144923774768937,0.17016303917689,0.188420938314509,0.198935252280658,0.212569126273316,0.217117810612223,0.221330700549451,0.22559704072888,0.214773225511442,0.212412918757066,0.214728726610525,0.172665230421541,0.178514830099704,0.181499686516713,0.17533700009951,0.166058906477835,0.150637588369503,0.140032666551607,0.131259958809955,0.124040091595457,0.118095711597692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% of total international ex-UK revenue,,,,,,,,,,,,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.439779035544488,0.450719218756874,0.463015100802167,0.474536403499154,0.472441659464131,0.467336404281263,0.45683272625002,0.471875383859477,0.517074535741542,0.495951443569554,0.483481868469576,0.473444700460829,0.496685371300949,0.50476389906816,0.507355478208233,0.50347687400319,0.519954819277108,0.491793274952768,0.505730833034859,0.488654570787536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117518587666959,0.156912589021818,0.196972131668986,0.236514057933115,0.27563633063757,0.316039915937553,0.356037704231253,0.395974584075143,0.435771336715728,0.458208420138796,0.467098645064761,0.491708368567287,0.503222975015112,0.50067860341988,0.507067125669245,0.511376084355146,0.511376084355146,0.457243463104162,0.463898545966179,0.472494875944137,0.482916086819485,0.49106961613735,0.499227899279118,0.507386593555852,0.515541355403266,0.52368784962691,0.531821758609522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y ROW revenue ex-FX/hedge (in dollars),,,,,,,,,,,,12.8989,14.99113,20.81388,29.72541,41.78846,51.31095,62.10608,80.72263,106.80534,126.35304,152.0748,199.95822,247.9906,286.24167,327.48624,407.191,480.37496,547.0821,579.66132,619.46456,637.5,675.99,759.560000000001,885.881980000001,913.580000000001,957.800000000001,1058.54,1305.89,1364.58,1485.05,1658.4,1855.4,1943.52,2081.72,2198.76,2540.9,2447.63,2593.15,2836.52153645077,3374.12574236641,3324.89,3449.01,3460.13740316515,3933.3375,4405.29936528496,4720.35008716447,4824.45577957317,4890.44228821299,5014.6991766705,4958.90715855507,4931.01437066083,5591.41866693766,5707.95259324965,5693.16292447485,6279.45931268706,6754.42635669756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42932,235.92812,585.1914,1268.90951,2226.58294,2958.93198,4235.81,6363.43000000001,8764.90000000001,11251.4272788172,14167.3749031652,18840.5475202356,20496.0393728241,24435.0011871091,29385.05794125,34380.5177912625,39193.7902820392,44484.9519701145,50490.42048608,55791.9146371184,61371.1061008303,66894.505649905,72915.0111583964,79477.3621626521,86630.3247572908,94427.053985447,102925.488844137,,,,,,,0.305768051692283,0.29057184004149,0.221295554775758,0.199244289955425,0.15969649330768,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y currency gain / (loss) - est.,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,17,2.9,-11.9,-10.6,2.8,33.6,42.7,4.1,-6,-32,-51,-20.9,-21,-33.8,-23.2,-29.2,-46.8,-0.8,-3,-120.8,-398.259365284958,-835.642587164471,-944.530779573168,-634.067288212986,-592.281676670504,-146.10715855507,93.6931293391708,80.2213330623436,-36.527593249647,92.0370755251506,258.120437312941,234.728843302442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20.3,-2.59999999999999,83.2,-109.9,-107.2,-171.4,-2812.50002023558,-564.474372824059,548.358762890887,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Y/Y hedge gain / (loss) - est.,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7.2,5.7,1.4,0,0,6,7.8,2.3,1,0.4,0.1,1.9,3.3,7.39999999999999,5.6,3.6,1.5,2.2,1,0.2,1.6,1.2,2,29,58.2,83.4,53.2,58.6,25.4,8.2,4.2,10.6,25.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,14.3,16.1,3.4,19.9,4.9,33.8,253.4,48.4,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ROW revenue ex-FX/hedge - % change Y/Y,,,,,,,,,,,,,,,,2.23969175666142,2.42275398852521,1.9838780659829,1.71561031454234,1.55585728691606,1.46249660160258,1.44862982819073,1.47710239371537,1.32189326863245,1.265411817555,1.15345501029756,1.03638039986553,0.93706922762395,0.911259461279695,0.770032597400124,0.521312013281237,0.327088322838476,0.23562807117981,0.310351361722739,0.402900552328701,0.417062199472623,0.405037480379645,0.3910586627418,0.441090232229072,0.466375808635475,0.536205648081101,0.572777967451918,0.429881549642029,0.420307224601353,0.370409137289753,0.292475899365154,0.36504781347373,0.261131892705146,0.260573034144824,0.317253750627284,0.337028745588211,0.369321247214932,0.346454295250922,0.229474798223959,0.175841449002594,0.343206024131843,0.368451441598554,0.394699087454211,0.273042964753822,0.233555503899033,0.249690730040723,0.253714125704327,0.295817163932041,0.283315377316998,0.180909131813908,0.248672661544691,0.188690790374493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00816225360618,1.48038004117525,1.16836664038467,0.754721611314902,0.321787961092922,0.414987388910407,0.49752077396095,0.358892904374088,0.297009450116679,0.270716043405701,0.342897348694106,0.258858548837507,0.222975174736747,0.175,0.17,0.14,0.135,0.135,0.105,0.1,0.0900000000000001,0.0900000000000001,0.0900000000000001,0.0900000000000001,0.0900000000000001,0.0900000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Two-year % change ,,,,,,,,,,,,,,,,,2.42275398852521,1.9838780659829,,3.79554904357748,3.8852505901278,3.43250789417363,3.19271270825771,2.8777505555485,2.72790841915759,2.6020848384883,2.5134827935809,2.2589624962564,2.1766712788347,1.92348760769769,1.55769241314677,1.26415755046243,1.1468875324595,1.08038395912286,0.924212565609937,0.7441505223111,0.640665551559455,0.701410024464539,0.843990784557772,0.883438008108098,0.941243128460746,0.963836630193718,0.8709717818711,0.886683033236828,0.906614785370854,0.865253866817072,0.794929363115759,0.681439117306499,0.630982171434578,0.609729649992438,0.702076559061941,0.630453139920077,0.607027329395746,0.546728548851243,0.512870194590805,0.712527271346775,0.714905736849476,0.62417388567817,0.448884413756416,0.576761528030876,0.618142171639278,0.648413213158538,0.568860128685862,0.516870881216031,0.430599861854631,0.502386787249018,0.484507954306533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567725493522381,0.613613392099807,0.601755897531613,0.481833723574255,0.397975174736748,0.345,0.31,0.275,0.27,0.24,0.205,0.19,0.18,0.18,0.18,0.18,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Constant Currency YoY Dollar Growth,,,,,,,,,,,,,,,,,36.31982,41.2922,50.9972200000001,65.0168800000001,75.04209,89.96872,119.23559,141.18526,159.88863,175.41144,207.23278,232.38436,260.84043,252.17508,212.27356,157.12504,128.9079,179.89868,254.41742,268.88,276.11,297.58,399.70802,434,518.350000000001,603.960000000001,557.81,575.14,562.67,497.56,679.500000000001,506.810000000001,536.030000000001,683.161536450768,850.525742366411,896.759999999993,887.46,645.815866714383,588.211757633588,1125.60936528496,1270.94008716447,1365.31837640802,1048.90478821298,949.459176670504,990.79965855507,997.88937066083,1276.44366693766,1260.13509324965,872.162924474849,1250.55181268706,1072.18635669756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576.52727881718,3018.24762434796,4810.77261707043,4214.59187282406,4455.0361871091,4376.49799125,4995.4598500125,4813.27249077676,5291.1616880753,6005.46851596546,5301.4941510384,5579.19146371185,5523.39954907473,6020.50550849145,6562.35100425569,7152.9625946387,7796.72922815618,8498.43485869023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Q/Q ROW revenue ex-FX/hedge (in dollars, reported)",,,,,,,,,,,,12.8989,14.99113,20.81388,29.72541,41.78846,51.31095,62.10608,80.72263,106.80534,126.35304,152.0748,199.95822,247.9906,286.24167,327.48624,407.191,480.37496,547.0821,579.66132,631.46456,644.7,681.69,760.960000000001,906.181980000001,939.780000000001,973.600000000001,1048.14,1277.49,1368.38,1504.85,1695.7,1880.2,1945.02,2057.52,2159.66,2509.7,2423.43,2588.55,2824.12153645077,3324.52574236641,3295.28999999999,3438.01,3472.13740316515,3905.1375,4121.86166501523,4091.34049373065,4026.90071453388,4145.25667330951,4602.68017021976,4645.45687180002,4985.8912700247,5526.04373016732,5972.16147521097,5836.69045221321,6185.72344146744,7241.2411228919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Q/Q currency gain / (loss) - est.,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.2,-12.9,-1.5,17.8,0,13.8,5.4,-20.7,-7.5,-7.8,-11.9,10.3,3.2,-29.2,-10.8,20.4,-17.2,-0.8,-15,-92.6,-347.621665015231,-540.232993730651,-359.775714533882,-123.281673309508,-281.862670219763,134.543128199978,22.016229975301,103.196269832682,-401.536475210974,-51.4904522132092,351.856308532558,-252.085922891902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Q/Q hedge gain / (loss) - est.,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7.8,2.3,0,0.4,0.1,1.9,3.3,7.39999999999999,5.6,3.6,1.5,2.2,1,0.2,1.6,12.2,2,29,291,417,266,293,127,41,21,53,126,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ROW revenue ex-FX/hedge - % change Q/Q,,,,,,,,,,,,,0.162202203288653,0.388413014896141,0.428153232362251,0.405816101443177,0.227873676129726,0.210386476960571,0.299754065946523,0.323115215646468,0.183021747789014,0.20357056703978,0.314867552020453,0.240212080303576,0.154244031830239,0.144090027143846,0.243383538801509,0.179728825047705,0.13886473183365,0.0595508791093693,0.0893681158508215,0.0209599094524005,0.0573755234993021,0.116284528157961,0.190840490958789,0.0370764600726226,0.0462292333813319,0.084245370849281,0.211534084442927,0.0545549826986955,0.0997310688551425,0.116289786379645,0.105219844815424,0.0449231761040079,0.060129223730176,0.04984638718208,0.165480922836869,-0.0396932952924391,0.0660673028215129,0.102504942886443,0.1812885270242,-0.014898017654536,0.0482728550564253,0.00658877986819539,0.12893390601563,0.0729718673877922,0.00642040660100052,0.0148164369372257,0.0539346380573991,0.066675976157397,0.0444351351646108,0.0342027110609209,0.0988557117360616,0.051022391734769,0.0245874447086141,0.0692324278274636,0.10763331382564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Exchange rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.339310480670719,0.309363931959712,0.321479150633886,0.319152814421962,0.315725877649311,0.302473271948253,0.285203058662162,0.287024204556256,0.130581611790578,0.134609287672565,0.134553717433537,0.123696711463561,0.113613379926444,0.110239703815792,0.102066904813287,0.101543015230248,0.09923668616812,0.10291330676661,0.106161745301439,0.103095156090009,0.105507803479165,0.104577028657775,0.110525578994533,0.106677903974305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32232659442157,0.297606603203995,0.13086033209006,0.106865750946443,0.102851723581544,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,0.106822078776444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.069507440426798,-0.0222736372912306,-0.11284119638924,-0.100668420937778,-0.586408270481966,-0.554971297776043,-0.528217831657539,-0.569037351205978,-0.129943501473594,-0.181039393923928,-0.241441212029663,-0.179096889247851,-0.126540498730275,-0.0664587874929747,0.0401191796267688,0.0152855502295342,0.0631935381278335,0.0161662465568102,0.0411055195136678,0.0347518546959491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0766923724117019,-0.560290898517593,-0.183360234231285,-0.037561401378353,0.0386027093824266,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0882570696071962,0.0391617038141068,-0.00723635174267689,-0.0107376047391532,-0.041975037965619,-0.0570966590695843,0.00638543605610908,-0.545050174453199,0.0308441274905267,-0.000412826187471405,-0.0806890079074811,-0.0815165691780493,-0.0296943556545598,-0.0741366197442056,-0.00513280562388829,-0.0227128282225878,0.0370490061735949,0.0315648057271785,-0.0288860097648488,0.0234021410962315,-0.00882185763229659,0.0568819980172097,-0.0348125298707396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Total international revenue in dollars,,,,,,,,,,,,205.21,217.704,281.359,365.907,484.704,541.237,621.37,734.363,936.234,1034.965,1182.868,1420.71,1705.589,1844.043,2025.542,2320.791,2650.569,2800.188,2846.379,2862.861,2882,2914,3143,3518.006,3579,3532,3769,4385,4570,4871,5300,5604,5771,5959,6110,6913,6908.25,7004.25,7467.25,8552.25,8525,8997,9199,9798,9537,9679,9927,11036,10876,11465,11802,13348,12981,13752.9128677196,15094.7344192524,16746.83529576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.18,2381.674,4574.777,7895.965,11159.997,12457.006,15265,20345,24753,30457,36519,40179,47491,58575,67639.5434854262,77985.6352907757,88473.4538588031,110183.778333757,122894.208264088,133047.820967532,142950.929350576,152881.886582958,163548.398817567,175008.121956616,187323.438944139,200561.860187,214796.458657924,,,,,,,0.215309970344958,0.175232412325928,0.159599618265167,0.170571124648279,0.189598792660702,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,118.797,56.5329999999998,80.133,112.993,201.871,98.7309999999998,147.903,237.842,284.879,138.454,181.498999999999,295.249000000001,329.777999999999,149.619000000001,46.1909999999989,16.4820000000004,19.1390000000001,32,229,375.006,60.9939999999997,-47,237,616,185,301,429,304,167,188,151,803,-4.75,96,463,1085,-27.25,472,202,599,-261,142,248,1109,-160,589,337,1546,-367,771.912867719591,1341.82155153277,1652.10087650764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1070.18,1311.494,2193.103,3321.188,3264.032,1297.009,2807.994,5080,4408,5704,6062,3660,7312,11084,9064.54348542618,10346.0918053495,10487.8185680274,21710.3244749538,12710.4299303311,10153.6127034439,9903.10838304396,9930.95723238177,10666.5122346089,11459.7231390496,12315.3169875232,13238.4212428602,14234.5984709243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,NA,NA,NA,NA,1.36199015642513,1.48611417337302,1.20845965474714,1.00696625098727,0.931558229352347,0.91222144827497,0.903645171154063,0.9346154422268,0.821755031327638,0.781744310194065,0.712399016627384,0.633543087611125,0.554049070438423,0.518504720334613,0.405243139860837,0.233571226362046,0.0873137050950195,0.0406444138750681,0.104209945337568,0.228842755551178,0.241845940319223,0.212079615648593,0.199172764874324,0.246444718968643,0.27689298686784,0.379105322763307,0.406208543380207,0.277993158494869,0.262800875273523,0.223362759187025,0.152830188679245,0.233583154889365,0.197062900710449,0.175406947474408,0.222135842880524,0.237125705193114,0.234031773604024,0.284505835742585,0.231912685392882,0.145663421906516,0.118709677419355,0.0758030454595977,0.0791390368518317,0.126352316799347,0.140400545244836,0.184523194544891,0.18887881535207,0.209496194273287,0.193545421110702,0.199556290250291,0.278998001970205,0.254632551375487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,1.22548917004616,0.920824176608553,0.725978118714857,0.413379745224301,0.116219475686239,0.225414838846509,0.332787422207665,0.216662570656181,0.230436714741648,0.199034704665594,0.100221802349462,0.181985614375669,0.233391589985471,0.154751062491271,0.152959219891523,0.134483979375467,0.24538800654942,0.115356635273752,0.0826207585114569,0.0744326987922686,0.0694710924755646,0.0697696272136266,0.0700693080574428,0.0703699739751287,0.0706714617107151,0.070973606136542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,NA,0.0608839725159591,0.292392422739132,0.300498651189406,0.324664463921161,0.116634069452696,0.148055288163965,0.181844955501553,0.27489266207584,0.105455473738403,0.142906281854942,0.20107230899813,0.200518754707154,0.0811766492396469,0.0984244944396628,0.145762961222231,0.14209724184556,0.0564478796816839,0.016495678147324,0.00579051489629467,0.00668527043401701,0.0111034004163775,0.0785861358956761,0.119314667515113,0.0173376623007464,-0.0131321598211791,0.0671007927519818,0.163438577872115,0.0421892816419613,0.0658643326039388,0.0880722644220899,0.0573584905660378,0.0298001427551748,0.0325766764858777,0.0253398221178049,0.131423895253683,-0.000687111239693339,0.0138964281836935,0.0661027233465397,0.145301148347785,-0.00318629600397558,0.0553665689149561,0.0224519284205846,0.0651157734536363,-0.0266380894060012,0.0148893782111774,0.0256224816613286,0.111715523320238,-0.0144980065241029,0.0541559396837072,0.0293938072394244,0.13099474665311,-0.0274947557686545,0.0594648230274704,0.0975663529929178,0.109448820404584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
