,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,300.784424583054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.958990536277603,0.266982622432859,0.257686676427526,-0.142715559960357,-0.123993558776167,-0.123441396508728,-0.263096623981374,-0.248554913294798,-0.3125,-0.187766714082504,0.156398104265403,0.118461538461538,0.775401069518717,0.520140105078809,0.351092896174863,0.294360385144429,0.525602409638554,0.29147465437788,0.128412537917088,0.172157279489904,-0.43928923988154,0.0214094558429974,0.252688172043011,0.167724388032638,0.276408450704225,-0.270742358078603,-0.042203147353362,-0.0489130434782609,-0.146896551724138,0.467065868263473,-0.105302464525766,-0.0253061224489796,-0.30234438156831,-0.16734693877551,-0.0534223706176962,-0.0653266331658291,0.360370799536501,0.201960784313725,0.0987654320987654,0.277777777777778,2.0809199318569,0.325448613376835,0.304173354735152,0.139551192145863,-0.550732651368537,0.0153846153846153,0.0153846153846153,0.0461538461538462,0.0461538461538462,,,,,,,,,,,,,,,,,,,2.68500948766603,0.836766220391349,0.0131763386599384,-0.24349750968456,0.228237015362107,0.436569386539607,-0.072139303482587,-0.0949508489722967,0.144408787953592,-0.0336496980155306,-0.00803571428571426,0.691044104410441,-0.135063206919494,0.0307692307692307,-0.0970149253731343,-0.165289256198347,-0.247524752475248,-0.289473684210526,-0.407407407407407,-0.6875,-2.2,1,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00157728706624605,0.0789889415481833,0.477306002928258,0.230921704658077,-0.35426731078905,0.0710723192019951,0.00698486612339933,0.257803468208093,-0.353860294117647,-0.0995732574679943,0.0268562401263823,0.150769230769231,-0.236631016042781,0.281961471103328,-0.00683060109289613,0.826685006877579,-0.346385542168675,0.139400921658986,-0.0485338725985844,1.15302869287992,-0.446692991115499,-0.00446030330062441,-0.0116487455197133,0.029918404351768,0.00792253521126751,0.220960698689956,-0.0786838340486409,0.125776397515528,-0.424137931034483,0.603592814371257,-0.0851381628080657,0.00979591836734683,-0.00970088924818113,-0.0220408163265307,-0.003338898163606,-0.277219430485762,0.181923522595597,0.111764705882353,-0.0158730158730159,0.0519713261648747,0.0442930153321977,0.0163132137030995,0.14446227929374,1.53646563814867,-0.550732651368537,0,0,0,0.0153846153846153,0,0.0303030303030303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Verily GAAP Operating Income (Loss),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.25,-121.25,-121.25,-121.25,-135,-135,-135,-135,-110,-110,-110,-110,-75,-75,-75,-75,-50,-50,-50,-50,-25,-25,-25,-25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-485,-540,-440,-300,-200,-100,0,200,450,700,800,900,1000,1100,1200,,,,,,,,,,
,,,,,,,,% of Verily revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.117903930131,-1.14893617021277,-0.632501976568677,-0.283192523717374,-0.181818181818182,-0.0625,0,0.0533333333333333,0.09,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,-121.25,0,0,0,-13.75,0,0,0,25,0,0,0,35,0,0,0,25,0,0,0,25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Waymo GAAP Operating Income (Loss),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-10,-5,-5,-5,-5,-13,-13,-13,-13,-100,-100,-100,-100,-200,-200,-200,-200,-300,-300,-300,-300,-400,-400,-400,-400,-500,-500,-500,-500,-600,-600,-600,-600,-650,-650,-700,-700,,,,,,,,,,,,,,,,,,,,,,,-10,-20,-52,-400,-800,-1200,-1600,-2000,-2400,-2700,-2750,-2500,-2000,-1500,-1000,-500,0,500,,,,,,,,,,
,,,,,,,,% of Waymo revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3960633252922,-2.60869565217391,-1.72532781228433,-1.04565321956626,-0.557681717102007,-0.288456060570004,-0.13262347612414,-0.045732233146255,0,0.0233327720133954,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-10,5,0,0,0,-8,0,0,0,-87,0,0,0,-100,0,0,0,-100,0,0,0,-100,0,0,0,-100,0,0,0,-100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-400,-300,-50,250,500,500,500,500,500,500,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-Core GAAP Operating Income (Loss) ex-Verily & Waymo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-634,-633,-683,-1009,-1242,-802,-859,-865,-1088,-703,-633,-650,-748,-571,-732,-727,-1318,-863,-984,-936,-2021,-1108,-1103,-1090,-1123,-923.75,-1176.75,-1066.75,-1228.75,-500,-1004,-890,-902,-815,-788,-784,-453,-545,-659,-641,-699,-676,-696,-876,-3067,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,,,,,,,,,,,,,,,,,,,,,,,-3348,-4804,-4424,-4396,-3296,-2840,-2544,-5315,-4000,-4000,-3500,-3000,-2500,-2000,-1500,-1000,-500,-500,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-591,455,-121,48,-1085,913,5,13,-33,199.25,-253,110,-162,728.75,-504,114,-12,87,27,4,331,-92,-114,18,-58,23,-20,-180,-2191,2067,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315,0,500,500,500,500,500,500,500,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SBC (Including COGS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,117,109,134,138,145,150,200,161,86,81,94,102,112,127,125,125,123,125,117,109,135,136,130,137.616,122.7177,118.2132,110.706,109.9461,259.67985,99.110505,76.2455,87.159355,120.4732,118.489461,115.12365,294.549258,186.11665,117.514775,125.35305125,116.63270625,115.2854375,98.7522175,98.766235,96.5935786175,133.51856,141.472032,150.528896,160.765944,228.298661,241.136661,252.554161,265.026161,,,,,,,,,,,,,,,,,,124,347,498,656,363,489,474,538.616,461.583,522.19521,648.635569,545.6171825,409.3974686175,586.285432,987.015644,1322.3629296,1712.49943914,2271.8299981635,2599.24555851488,2938.97814404292,3238.655762846,3418.81010207302,3489.57898842816,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.366336633663366,0.239316239316239,0.376146788990826,0.492537313432836,0.166666666666667,-0.406896551724138,-0.46,-0.53,-0.366459627329193,0.302325581395349,0.567901234567901,0.329787234042553,0.225490196078431,0.0982142857142858,-0.015748031496063,-0.064,-0.128,0.0975609756097562,0.0880000000000001,0.111111111111111,0.262532110091743,-0.0909800000000002,-0.130785294117647,-0.148415384615385,-0.201066009766306,1.11607494273442,-0.161595278699841,-0.311279424782758,-0.207253781625724,-0.536070280385636,0.195528778710188,0.509907469949046,2.37943365918667,0.544880106114887,-0.00822592989936877,0.088855775941781,-0.604029875879029,-0.380574293057607,-0.159661263870862,-0.212095485390109,-0.17181396433987,0.158156336961466,0.432596002211292,0.524092682079053,0.664354362898341,0.709864613578816,0.704482911505788,0.67777860404955,0.648521785186047,,,,,,,,,,,,,,,,,,,1.79838709677419,0.435158501440922,0.317269076305221,-0.446646341463415,0.347107438016529,-0.0306748466257669,0.136320675105485,-0.143020259331323,0.131313783219919,0.242132360808135,-0.158823215104937,-0.249661701008655,0.432069020797406,0.683507025977067,0.339758835271308,0.295029829411516,0.326616491801241,0.14411974514645,0.130704305491686,0.101966603395979,0.0556262697918581,0.0206998587936258,,,,,,,,,,
,,,,,,,,% of Other Bets revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952830188679245,1.4625,1.45333333333333,0.943661971830986,0.913907284768212,0.873493975903614,0.810810810810811,1.01522842639594,0.614503816793893,0.651515151515152,0.835051546391753,0.803418803418804,0.778625954198473,0.746666666666667,0.875862068965517,0.856164383561644,0.811688311688312,0.723529411764706,0.771604938271605,0.754838709677419,0.633720930232558,1,0.918918918918919,0.730337078651685,0.702122448979592,0.619786363636364,0.61569375,0.608274725274725,0.607437016574586,0.590181477272727,0.513525932642487,0.364811004784689,0.385660862831858,0.418309722222222,0.415752494736842,0.387621717171717,0.448324593607306,0.375993232323232,0.321958287671233,0.32307487435567,0.291581765625,0.256189861111111,0.264751253351206,0.287111148255814,0.261063725993243,0.244635369906887,0.247120489377832,0.249247262118046,0.251011274479955,0.233033196452322,0.234412993118385,0.235222277897666,0.23669749473735,,,,,,,,,,,,,,,,,,10.3333333333333,1.0611620795107,1.11160714285714,0.809876543209877,0.761006289308176,0.821848739495798,0.719271623672231,0.819811263318113,0.61299203187251,0.488946825842697,0.424777713817944,0.33107838743932,0.266361397929408,0.248144764726422,0.234906853649876,0.221849449789888,0.208648471515728,0.195796658414797,0.180292437609069,0.16366868474359,0.143621482680347,0.121565374712337,0.0984482540647687,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Verily SBC (Including COGS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,6.25,12.5,12.5,12.5,12.5,18.75,18.75,18.75,18.75,17.175,17.175,17.175,17.175,20.52,20.52,46.455,46.455,37.94,37.94,46.38165,66.2595,63.07525,64.8774,66.09385125,78.68315625,91.7165625,67.2588125,48.9155,61.144375,92.8,92.8,92.8,92.8,151.9375,151.9375,151.25,151.25,,,,,,,,,,,,,,,,,,,,,,,12.5,50,75,68.7,133.95,188.52115,272.7296575,269.03525,371.2,606.375,785.53125,995.00625,1323.3583125,1398.9787875,1447.9430450625,1464.03130111875,1465.49533241987,1454.83718454772,,,,,,,,,,
,,,,,,,,% of Waymo revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.285,0.285,0.285,0.285,0.271,0.271,0.271,0.271,0.25745,0.25745,0.25745,0.25745,0.2445775,0.2445775,0.2445775,0.2445775,0.232,0.232,0.232,0.232,0.221,0.221,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,0.5,0.3,0.285,0.271,0.25745,0.2445775,0.232,0.2205,0.209475,0.19900125,0.1890511875,0.1748723484375,0.1608825605625,0.146403130111875,0.133226848401806,0.121236432045644,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Waymo SBC (Including COGS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.004,0.0055,0.0065,0.0075,0.0095,0.0125,0.015,0.018,0.0132,0.0162,0.021,0.0276,0.03135,0.046455,0.0855,0.191805,0.3252,0.610021,1.626,2.541438,3.0894,4.505375,7.2086,10.04055,12.228875,15.163805,18.098735,22.2117948175,24.731896,28.605368,33.582232,39.73928,46.2,53.9,60.5,67.1,,,,,,,,,,,,,,,,,,,,,,,0,0.0235,0.055,0.078,0.35511,5.102659,24.843925,67.7032098175,126.658776,227.7,333.1251,474.7032675,676.4521561875,907.291454486485,1184.01534810486,1459.29891653924,1634.41478652395,1716.13552585015,,,,,,,,,,
,,,,,,,,% of Waymo revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.285,0.285,0.285,0.285,0.271,0.271,0.271,0.271,0.25745,0.25745,0.25745,0.25745,0.2445775,0.2445775,0.2445775,0.2445775,0.232,0.232,0.232,0.232,0.22,0.22,0.22,0.22,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.3,0.285,0.271,0.25745,0.2445775,0.232,0.22,0.209,0.19855,0.1886225,0.1744758125,0.15702823125,0.1334739965625,0.10677919725,0.0800843979375,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-Core SBC (Including COGS) ex-Verily & Waymo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,117,109,134,138,145,150,200,161,86,81,94,102,112,127,118.75,118.75,110.496,112.4945,104.4935,96.4925,116.2405,117.2375,111.235,118.848,105.5295,101.022,93.51,92.7435,239.1285,78.54405,29.705,40.51255,82.208,79.93944,67.116,225.74832,119.952,48.132,52.0506,27.909,11.34,16.3296,31.752,13.2374088,15.986664,20.066664,24.146664,28.226664,30.161161,35.299161,40.804161,46.676161,,,,,,,,,,,,,,,,,,,,498,656,363,476.5,423.9765,463.561,392.805,387.8901,455.01176,248.0436,72.6590088,88.426656,152.940644,203.7065796,242.78992164,272.019529476,292.9753165284,307.01975087556,315.325545188004,318.899983129204,318.606278030283,,,,,,,,,,
,,,,,,,,% of Non-Core ex-Waymo revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.952830188679245,1.4625,1.45333333333333,0.943661971830986,0.913907284768212,0.873493975903614,0.810810810810811,1.01522842639594,0.614503816793893,0.651515151515152,0.835051546391753,0.803418803418804,0.778625954198473,0.814545454545455,0.958490566037736,0.889513108614232,0.839222614840989,0.76208342529243,0.821193672484652,0.803876541500304,0.656478552233221,1.19244262984582,1.061212944105,0.791877269167794,0.75,0.75,0.75,0.75,0.75,0.65,0.65,0.65,0.65,0.56,0.56,0.56,0.56,0.504,0.504,0.504,0.504,0.4536,0.4536,0.4536,0.4536,0.408,0.408,0.408,0.408,0.367,0.367,0.367,0.367,,,,,,,,,,,,,,,,,,,,1.11160714285714,0.809876543209877,0.761006289308176,0.874311926605505,0.758519052585817,0.914519915563535,0.75,0.65,0.56,0.504,0.4536,0.408,0.367,0.3303,0.29727,0.267543,0.2407887,0.21670983,0.195038847,0.1755349623,0.15798146607,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-GAAP Operating Income (Loss) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-533,-516,-574,-875,-1104,-657,-709,-665,-927,-617,-552,-556,-646,-459,-605,-602,-1203,-745,-864,-824,-1917,-986,-980,-973,-998.384,-1022.2823,-1279.7868,-1177.294,-1340.0539,-575.32015,-1239.889495,-1148.7545,-1149.840645,-1104.5268,-1079.510539,-1078.87635,-568.450742,-833.88335,-1016.485225,-990.64694875,-1057.36729375,-1110.7145625,-1147.2477825,-1327.233765,-3520.4064213825,-1491.48144,-1483.527968,-1474.471104,-1464.234056,-1421.701339,-1408.863339,-1447.445839,-1434.973839,,,,,,,,,,,,,,,,,,-403,-1595,-3069,-2958,-2371,-2869,-4350,-3937.384,-4819.417,-4113.80479,-3831.364431,-3898.3828175,-7105.6025313825,-5913.714568,-5712.984356,-4727.6370704,-3337.50056086,-1528.1700018365,-100.754441485115,1338.97814404292,2738.655762846,4018.81010207302,4689.57898842816,,,,,,,,,,
,,,,,,,,% Non-GAAP Operating Margin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.02830188679245,-6.45,-7.65333333333333,-6.16197183098592,-7.3112582781457,-3.9578313253012,-3.83243243243243,-3.3756345177665,-3.5381679389313,-4.67424242424242,-5.69072164948454,-4.75213675213675,-4.93129770992367,-3.06,-4.17241379310345,-4.12328767123288,-7.81168831168831,-4.38235294117647,-5.33333333333333,-5.31612903225807,-11.1453488372093,-7.3037037037037,-6.62162162162162,-5.46629213483146,-5.09379591836735,-5.16304191919192,-6.66555625,-6.46864835164835,-7.40361270718232,-1.30754579545455,-6.4242979015544,-5.49643301435407,-5.08779046460177,-3.8351625,-3.78775627719298,-3.6325803030303,-0.865221829528158,-1.68461282828283,-2.78489102739726,-2.55321378543814,-2.643418234375,-2.46825458333333,-3.07573132037534,-3.85823768895349,-9.51461194968243,-2.73272205589737,-2.59139670417585,-2.4414441048194,-2.28617608548682,-1.45118506598563,-1.36957968489807,-1.3481128405684,-1.28158937752918,,,,,,,,,,,,,,,,,,-33.5833333333333,-4.87767584097859,-6.85044642857143,-3.65185185185185,-4.9706498951782,-4.8218487394958,-6.60091047040971,-5.99297412480974,-6.40028818061089,-3.85187714419476,-2.50907952259332,-2.36552355430825,-4.62303352724951,-2.50297420000635,-1.35967366695448,-0.793143591216502,-0.406636273735675,-0.13170465223683,-0.00698866784470751,0.074566322373004,0.121448474309408,0.142900056268114,0.132302740600102,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,-58,-301,-229,447,-52,44,-262,310,65,-4,-90,187,-146,3,-601,458,-119,40,-1093,931,6,7,-25.384,-23.8983000000001,-257.5045,102.4928,-162.7599,764.73375,-664.569345,91.1349949999999,-1.08614499999999,45.3138449999999,25.0162610000002,0.634188999999878,510.425608,-265.432608,-182.601875,25.83827625,-66.7203450000001,-53.34726875,-36.53322,-179.9859825,-2193.1726563825,2028.9249813825,7.95347200000015,9.05686399999991,10.237048,42.5327170000001,12.838,-38.5825,12.472,,,,,,,,,,,,,,,,,,,-1192,-1474,111,587,-498,-1481,412.616,-882.033,705.61221,282.440359,-67.0183864999999,-3207.2197138825,1191.8879633825,200.730212,985.3472856,1390.13650954,1809.3305590235,1427.41556035138,1439.73258552804,1399.67761880307,1280.15433922703,670.768886355133,,,,,,,,,,
,,,,,,,,% change Y/Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07129455909944,0.273255813953488,0.235191637630662,-0.24,-0.160326086956522,-0.060882800608828,-0.221438645980254,-0.16390977443609,-0.303128371089536,-0.256077795786062,0.0960144927536233,0.0827338129496402,0.862229102167183,0.623093681917211,0.428099173553719,0.368770764119601,0.593516209476309,0.323489932885906,0.134259259259259,0.180825242718447,-0.479194574856547,0.0367974645030427,0.305904897959184,0.209963001027749,0.34222293225853,-0.437219885348695,-0.0311749621108768,-0.0242416082983521,-0.141944480740663,0.919847236360486,-0.129349394963621,-0.0608294896777336,-0.505626501835826,-0.245031130073078,-0.0583832317731544,-0.0817789742540932,0.860086047262122,0.331978342654282,0.128641867371953,0.339764652457372,2.32940733290248,0.34281253740202,0.293119054688606,0.110935498239076,-0.584072439163152,-0.0467857655674214,-0.0503291010419292,-0.0183287857772763,-0.0199832922066662,,,,,,,,,,,,,,,,,,,2.95781637717122,0.924137931034483,-0.0361681329423265,-0.198444895199459,0.210037958667229,0.516207737887766,-0.0948542528735632,0.224014980504823,-0.146410283650491,-0.0686567237430826,0.0174920417274187,0.822705173921134,-0.167739183006427,-0.0339431688310055,-0.172475054052117,-0.294044675773384,-0.542121424709896,-0.934068564777458,-14.2895197899611,1.04533268524972,0.467438937231271,0.166907335584015,,,,,,,,,,
,,,,,,,,% change Q/Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0318949343339587,0.112403100775194,0.524390243902439,0.261714285714286,-0.404891304347826,0.0791476407914764,-0.0620592383638928,0.393984962406015,-0.334412081984897,-0.105348460291734,0.00724637681159424,0.161870503597122,-0.289473684210526,0.318082788671024,-0.00495867768595037,0.998338870431894,-0.380714879467997,0.159731543624161,-0.0462962962962963,1.32645631067961,-0.48565466875326,-0.00608519269776875,-0.00714285714285712,0.0260883864337103,0.0239369821631759,0.251891771969445,-0.080085839297608,0.138249154416823,-0.570673873640456,1.15512961783105,-0.073502514028478,0.000945497928408479,-0.0394088043391438,-0.02264884926287,-0.000587478284915455,-0.473108533707315,0.466940384431761,0.218977720325031,-0.0254192344507517,0.0673502755791939,0.0504529211990297,0.0328916368196082,0.156885012327317,1.65243886511771,-0.57633259871902,-0.0053325987080336,-0.00610494995400035,-0.00694286105182296,-0.0290477583318824,-0.0090300259610292,0.0273855518359825,-0.00861655729282174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,D&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,40,45,48,70,54,81,104,101,87,61,68,91,85,83,78,81,84,79,83,320,92,94,95,95,102,102,102,102,100.8,100.8,126.3,126.3,170,170,170,170,252.5,252.5,252.5,252.5,309.375,309.375,309.375,309.375,362.5,362.5,362.5,362.5,462.5,462.5,462.5,462.5,,,,,,,,,,,,,,,,,,24,148,203,340,307,327,566,376,408,454.2,680,1010,1237.5,1450,1850,2137.5,2050,2050,2050,2050,2050,2050,2050,,,,,,,,,,
,,,,,,,,% of Other Bets revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.481132075471698,0.5,0.6,0.338028169014085,0.463576158940397,0.325301204819277,0.437837837837838,0.527918781725888,0.385496183206107,0.659090909090909,0.628865979381443,0.581196581196581,0.694656488549618,0.566666666666667,0.572413793103448,0.534246575342466,0.525974025974026,0.494117647058824,0.487654320987654,0.535483870967742,1.86046511627907,0.681481481481482,0.635135135135135,0.533707865168539,0.48469387755102,0.515151515151515,0.53125,0.56043956043956,0.56353591160221,0.229090909090909,0.522279792746114,0.604306220095694,0.558849557522124,0.590277777777778,0.596491228070175,0.572390572390572,0.258751902587519,0.51010101010101,0.691780821917808,0.650773195876289,0.63125,0.6875,0.829423592493298,0.899345930232558,0.836148648648649,0.664179733448641,0.633207681638899,0.600231151086046,0.56598794953105,0.472091482653062,0.449604008231885,0.430760289582679,0.413063340248981,,,,,,,,,,,,,,,,,,2,0.452599388379205,0.453125,0.419753086419753,0.643605870020964,0.549579831932773,0.858877086494689,0.572298325722983,0.541832669322709,0.425280898876404,0.445317616240995,0.612864077669903,0.805139882888744,0.613711153671157,0.440294621360905,0.358602913248125,0.249769055003045,0.176678338641009,0.14219491340009,0.114162401787313,0.0909093343208493,0.0728934953155723,0.0578347478311941,,,,,,,,,,
,,,,,,,,Period-to-period addition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,5,3,22,-16,27,23,-3,-14,-26,7,23,-6,-2,-5,3,3,-5,4,237,-228,2,1,0,7,0,0,0,-1.2,0,25.5,0,43.7,0,0,0,82.5,0,0,0,56.875,0,0,0,53.125,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,124,55,137,-33,20,239,-190,32,46.2,225.8,330,227.5,212.5,400,287.5,-87.5,0,0,0,0,0,0,,,,,,,,,,
